Attrition,YearsAtCompany,Age,Department,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,18,41,Research & Development,3,Medical,Male,3,1,Laboratory Technician,1,Single,4721,Yes,13,3,20,3,3,13,2,17
No,18,41,Research & Development,3,Medical,Male,3,5,Research Director,3,Divorced,19419,No,17,3,21,2,4,16,0,11
No,18,50,Sales,3,Life Sciences,Female,3,2,Sales Executive,3,Married,6347,No,12,3,19,3,3,7,0,13
Yes,18,39,Research & Development,3,Life Sciences,Male,3,4,Healthcare Representative,4,Divorced,12169,No,11,3,21,4,3,7,11,5
No,18,40,Research & Development,4,Medical,Female,3,3,Research Director,3,Single,13499,No,17,3,20,3,2,7,2,13
No,18,40,Research & Development,3,Life Sciences,Female,2,3,Manufacturing Director,3,Married,10435,No,13,3,18,2,3,15,14,12
No,18,38,Research & Development,3,Medical,Female,1,3,Research Director,3,Married,13206,No,12,3,20,3,3,16,1,11
No,19,45,Sales,3,Medical,Female,2,3,Sales Executive,4,Single,8865,No,12,3,23,2,3,7,12,8
No,19,39,Research & Development,4,Technical Degree,Female,3,3,Healthcare Representative,3,Single,10938,No,25,4,20,1,3,6,11,8
No,19,47,Research & Development,4,Medical,Male,4,2,Manufacturing Director,3,Divorced,5067,Yes,19,3,20,3,4,10,2,7
No,19,38,Research & Development,1,Life Sciences,Female,2,3,Healthcare Representative,3,Married,8823,No,18,3,20,4,2,9,1,9
No,19,39,Research & Development,4,Medical,Female,2,4,Manager,2,Divorced,17123,Yes,13,3,21,4,3,9,15,2
No,19,41,Sales,2,Medical,Male,1,2,Sales Executive,2,Single,6151,No,13,3,19,4,3,2,11,9
No,19,55,Research & Development,2,Medical,Female,1,5,Manager,3,Married,19187,No,14,3,23,5,3,9,9,11
Yes,19,55,Sales,4,Marketing,Male,4,4,Sales Executive,3,Single,13695,Yes,17,3,24,2,2,7,3,8
No,19,56,Research & Development,3,Life Sciences,Male,3,4,Manufacturing Director,2,Married,13402,Yes,12,3,33,0,3,16,15,9
No,19,46,Sales,3,Technical Degree,Female,4,4,Sales Executive,1,Divorced,13225,No,12,3,25,5,3,17,2,8
No,19,40,Research & Development,4,Life Sciences,Male,3,4,Manager,1,Divorced,16823,No,11,3,22,3,3,7,11,16
No,20,51,Research & Development,3,Life Sciences,Male,3,5,Research Director,3,Single,19537,No,13,3,23,5,3,18,15,15
No,20,40,Research & Development,3,Medical,Female,3,2,Research Scientist,2,Divorced,5605,No,11,3,20,2,3,7,2,13
No,20,40,Research & Development,1,Medical,Female,3,5,Manager,3,Married,19033,No,14,3,21,2,3,8,9,9
No,20,45,Research & Development,2,Medical,Male,2,4,Manager,4,Married,16792,No,23,4,22,1,3,8,11,8
No,20,45,Research & Development,2,Medical,Male,3,4,Healthcare Representative,4,Married,13496,Yes,14,3,21,2,3,7,4,10
No,20,42,Sales,1,Life Sciences,Male,3,2,Sales Executive,3,Married,4907,No,25,4,20,3,3,16,11,6
No,20,42,Sales,3,Marketing,Female,3,4,Sales Executive,2,Married,13525,No,14,3,23,2,4,4,4,8
No,20,40,Sales,4,Life Sciences,Female,3,5,Manager,3,Married,18041,No,14,3,21,2,3,15,1,12
No,20,40,Research & Development,3,Life Sciences,Female,3,4,Manufacturing Director,3,Single,13237,No,15,3,22,3,3,6,5,13
No,20,50,Research & Development,1,Medical,Male,4,1,Laboratory Technician,3,Married,3221,Yes,11,3,20,3,3,8,3,8
No,20,39,Research & Development,4,Technical Degree,Female,2,2,Healthcare Representative,3,Single,4553,No,11,3,20,4,3,7,11,10
No,20,51,Sales,4,Marketing,Female,3,4,Manager,3,Married,16307,No,14,3,29,2,2,6,4,17
Yes,20,44,Human Resources,2,Medical,Male,2,3,Human Resources,1,Married,10482,No,14,3,24,1,3,6,3,6
No,20,40,Research & Development,3,Medical,Male,2,5,Research Director,3,Single,19626,No,14,3,21,2,4,7,4,9
No,20,44,Research & Development,4,Other,Male,3,2,Research Scientist,4,Single,4541,No,25,4,20,3,3,11,13,17
No,20,42,Research & Development,1,Life Sciences,Male,3,4,Manager,3,Married,17861,Yes,13,3,21,3,2,8,2,10
No,20,43,Research & Development,3,Medical,Female,2,2,Research Scientist,3,Single,4081,Yes,14,3,20,3,1,7,1,8
No,20,42,Human Resources,3,Human Resources,Female,3,4,Manager,1,Married,16799,No,14,3,21,5,3,7,0,9
No,20,54,Research & Development,3,Medical,Female,3,4,Research Director,4,Single,17328,No,19,3,29,3,2,7,12,7
No,20,47,Research & Development,4,Medical,Female,3,4,Research Director,3,Married,17169,No,19,3,26,2,4,17,5,6
No,20,44,Research & Development,3,Life Sciences,Male,3,4,Research Director,1,Married,16328,No,13,3,24,1,4,6,14,17
No,20,42,Research & Development,3,Life Sciences,Male,3,3,Healthcare Representative,4,Married,10124,Yes,14,3,24,3,1,8,13,9
No,20,38,Research & Development,3,Medical,Female,2,2,Research Scientist,2,Divorced,2133,Yes,16,3,20,3,3,11,0,7
No,20,39,Sales,4,Marketing,Male,3,4,Sales Executive,1,Single,13341,No,12,3,21,3,3,8,11,10
No,20,42,Research & Development,2,Life Sciences,Male,2,2,Research Scientist,3,Single,4332,No,12,3,20,2,3,9,3,7
No,20,41,Research & Development,4,Life Sciences,Female,2,4,Manufacturing Director,2,Married,13570,No,23,4,21,3,3,7,0,10
No,20,39,Sales,1,Marketing,Female,2,4,Sales Executive,4,Married,12031,No,11,3,21,2,2,9,9,6
No,21,59,Sales,3,Life Sciences,Female,3,3,Sales Executive,1,Single,7637,No,11,3,28,3,2,16,7,9
No,21,40,Research & Development,2,Medical,Male,3,5,Research Director,3,Divorced,19436,No,19,3,22,5,3,7,3,9
No,21,39,Research & Development,1,Medical,Male,3,4,Manager,1,Married,17068,Yes,14,3,21,3,3,9,11,10
No,21,39,Research & Development,2,Medical,Male,2,5,Manager,4,Married,19272,No,15,3,21,2,3,9,13,3
No,21,39,Research & Development,1,Life Sciences,Male,3,5,Manager,3,Divorced,19197,Yes,14,3,21,3,3,8,1,6
No,21,41,Human Resources,4,Human Resources,Male,2,5,Manager,4,Divorced,19141,No,15,3,23,2,2,6,12,6
No,21,39,Research & Development,1,Life Sciences,Female,2,4,Manufacturing Director,4,Married,12742,No,16,3,21,3,3,6,11,8
No,21,41,Research & Development,1,Life Sciences,Female,1,5,Research Director,3,Divorced,19973,No,22,4,21,3,3,16,5,10
No,21,39,Research & Development,3,Medical,Female,3,3,Manufacturing Director,1,Single,10880,Yes,13,3,21,2,3,6,2,8
Yes,21,42,Sales,3,Life Sciences,Male,3,4,Sales Executive,1,Single,13758,Yes,12,3,22,2,2,9,13,14
No,21,43,Sales,4,Marketing,Female,2,3,Sales Executive,4,Single,10231,No,14,3,23,3,4,7,15,17
No,21,40,Human Resources,2,Medical,Male,3,4,Manager,4,Single,16437,Yes,21,4,21,2,3,7,7,7
No,21,45,Research & Development,2,Technical Degree,Female,2,4,Research Director,2,Single,16704,No,11,3,21,2,3,6,8,6
No,21,40,Sales,4,Medical,Male,3,5,Manager,2,Single,19833,No,14,3,21,3,2,8,12,8
No,22,44,Research & Development,4,Medical,Female,2,3,Healthcare Representative,4,Married,10248,No,14,3,24,4,3,6,5,17
Yes,22,41,Research & Development,3,Technical Degree,Female,3,5,Research Director,3,Married,19545,No,12,3,23,0,3,15,15,8
No,22,40,Research & Development,4,Life Sciences,Male,2,4,Healthcare Representative,2,Married,13503,No,22,4,22,3,2,3,11,11
No,22,42,Research & Development,2,Technical Degree,Male,3,5,Manager,4,Married,19232,No,11,3,22,3,3,17,11,15
No,22,41,Sales,4,Life Sciences,Male,3,4,Manager,2,Single,16015,No,19,3,22,2,3,10,0,4
No,22,41,Human Resources,3,Human Resources,Male,2,5,Manager,3,Married,19189,No,12,3,22,3,3,7,2,10
No,22,47,Sales,3,Medical,Female,3,4,Sales Executive,3,Divorced,13770,Yes,12,3,28,2,2,2,11,13
No,22,42,Research & Development,2,Medical,Male,3,4,Manager,1,Married,17665,No,17,3,23,3,3,6,13,7
No,22,44,Sales,3,Marketing,Male,3,5,Manager,2,Married,18213,No,11,3,26,5,3,9,3,10
No,22,44,Research & Development,3,Medical,Female,3,5,Research Director,4,Divorced,19049,Yes,14,3,23,4,2,7,1,10
No,22,41,Sales,1,Marketing,Female,3,3,Sales Executive,3,Divorced,10447,Yes,13,3,23,3,4,14,13,5
No,22,47,Research & Development,3,Life Sciences,Female,2,3,Manufacturing Director,2,Divorced,10333,Yes,12,3,28,4,3,11,14,10
No,22,48,Research & Development,3,Life Sciences,Male,2,5,Research Director,2,Married,19665,No,12,3,29,3,3,10,12,9
No,22,48,Research & Development,3,Medical,Female,3,4,Manager,4,Divorced,17174,No,11,3,24,3,3,17,4,7
No,22,42,Research & Development,3,Life Sciences,Male,3,5,Manager,3,Married,18880,No,11,3,24,2,2,6,4,14
No,23,45,Research & Development,1,Life Sciences,Male,2,3,Healthcare Representative,3,Married,10748,No,23,4,25,3,2,15,14,4
Yes,23,47,Sales,3,Life Sciences,Male,1,4,Sales Executive,3,Married,12936,No,11,3,25,3,1,5,14,10
No,24,46,Sales,2,Marketing,Female,3,3,Sales Executive,1,Divorced,10453,No,25,4,24,2,3,13,15,7
No,24,55,Research & Development,4,Medical,Male,4,5,Research Director,2,Single,18722,No,11,3,36,3,3,15,2,15
No,24,45,Research & Development,3,Other,Male,4,5,Manager,4,Married,19202,No,11,3,25,2,3,0,1,7
No,24,45,Research & Development,3,Life Sciences,Male,3,3,Laboratory Technician,1,Divorced,5210,No,18,3,24,2,3,9,9,11
No,24,42,Research & Development,3,Life Sciences,Male,3,5,Manager,4,Divorced,18430,No,13,3,24,4,2,7,14,9
Yes,24,45,Sales,3,Marketing,Female,1,5,Manager,2,Single,18824,Yes,16,3,26,2,3,10,1,11
No,25,53,Sales,4,Life Sciences,Female,2,4,Manager,4,Married,15427,No,16,3,31,3,3,8,3,7
No,25,43,Sales,2,Life Sciences,Male,3,4,Manager,4,Married,16959,Yes,12,3,25,3,4,12,4,12
No,25,43,Research & Development,3,Life Sciences,Male,2,4,Research Director,2,Divorced,14336,No,11,3,25,3,3,10,3,9
No,25,44,Research & Development,2,Life Sciences,Male,4,5,Manager,1,Divorced,19190,No,14,3,26,4,2,9,14,13
No,26,47,Research & Development,2,Other,Female,3,4,Manager,4,Married,16752,Yes,11,3,26,3,2,14,3,0
No,26,49,Research & Development,2,Other,Female,3,3,Laboratory Technician,2,Married,7403,No,11,3,29,3,2,9,1,7
No,26,46,Sales,3,Marketing,Female,3,4,Manager,1,Married,17048,No,23,4,28,2,3,15,15,9
No,26,46,Sales,4,Life Sciences,Male,4,4,Manager,1,Single,17567,No,15,3,27,5,1,0,0,12
No,27,50,Research & Development,2,Medical,Female,2,5,Research Director,3,Divorced,18740,Yes,12,3,29,2,2,3,13,8
No,27,50,Research & Development,4,Life Sciences,Male,2,4,Manager,3,Married,17046,No,15,3,28,2,3,10,15,7
No,29,60,Research & Development,3,Life Sciences,Female,3,5,Manager,1,Married,19566,No,11,3,33,5,1,8,11,10
No,29,51,Sales,3,Life Sciences,Male,3,5,Manager,2,Divorced,19847,Yes,24,4,31,5,2,10,11,10
No,30,50,Research & Development,5,Medical,Male,3,4,Healthcare Representative,3,Married,11245,Yes,15,3,32,3,3,8,12,13
No,31,49,Research & Development,4,Life Sciences,Male,2,5,Research Director,3,Divorced,19502,Yes,17,3,31,5,3,9,0,9
Yes,31,58,Research & Development,4,Life Sciences,Male,3,5,Research Director,2,Single,19246,Yes,12,3,40,2,3,15,13,8
No,31,50,Research & Development,4,Life Sciences,Male,3,4,Manager,1,Divorced,17924,No,11,3,31,3,3,6,14,7
No,32,50,Human Resources,3,Medical,Male,3,5,Manager,2,Married,18200,No,11,3,32,2,3,5,10,7
Yes,32,52,Sales,1,Marketing,Female,1,5,Manager,4,Married,19845,No,15,3,33,3,3,14,6,9
No,32,50,Research & Development,5,Medical,Male,1,4,Research Director,4,Single,14411,Yes,13,3,32,2,3,6,13,9
No,33,52,Research & Development,4,Life Sciences,Male,2,5,Manager,3,Married,19999,No,14,3,34,5,3,18,11,9
No,33,52,Sales,4,Life Sciences,Male,2,5,Manager,3,Single,19068,Yes,18,3,33,2,4,7,15,12
No,33,55,Research & Development,1,Medical,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,15,3,34,3,3,9,15,0
No,33,51,Human Resources,3,Life Sciences,Male,3,4,Manager,2,Divorced,14026,Yes,11,3,33,2,3,9,0,10
Yes,33,53,Research & Development,5,Technical Degree,Female,2,3,Manufacturing Director,4,Married,10169,No,16,3,34,4,3,7,1,9
No,34,52,Sales,4,Marketing,Male,2,4,Manager,1,Married,16856,No,11,3,34,3,4,6,1,16
No,36,55,Research & Development,3,Medical,Male,3,5,Manager,1,Single,19045,Yes,14,3,37,2,3,10,4,13
No,36,55,Sales,5,Marketing,Male,2,5,Manager,4,Married,19586,No,21,4,36,3,3,6,2,13
No,37,58,Sales,4,Medical,Male,3,4,Sales Executive,3,Single,13872,No,13,3,38,1,2,10,1,8
Yes,40,58,Research & Development,4,Medical,Female,3,3,Healthcare Representative,4,Married,10312,No,12,3,40,3,2,10,15,6
